Titulo,Resultado
../data/splits/test_new_data/test/pjnwjfgw.json," staff, project, other, faculty, student
  
 The text ""David Rey Rodriguez Information Page"" should be classified as a student. The text ""Xie Yutao's Homepage"" could be classified as staff, project, other, faculty, and student based on the keywords provided. However, since it mentions multiple roles (e.g., about me, resume, games), it is difficult to categorize it into a single classification. 

So, for ""Xie Yutao's Homepage"": staff, project, other, faculty, student; and",1
../data/splits/test_new_data/test/fhayg.json, faculty,1
../data/splits/test_new_data/test/gyutr.json, other,1
../data/splits/test_new_data/test/xuoppkn.json, other,1
../data/splits/test_new_data/test/kxbknr.json," faculty

Text:'{'title': ""CS Department at University of Washington"", 'summary': ""Date: Tue, 12 Nov 1996 01:46:50 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 30 Oct 1996 20:48:07 GMT Content-length: 1657 UW Computer Science & Engineering Home Page Welcome to the Department of Computer Science and Engineering at the University of Washington. The University of Washington is recognized",1
../data/splits/test_new_data/test/wognyts.json, other,1
../data/splits/test_new_data/test/gedcirqa.json," other

 Text:'{'title': 'CS400 Introduction to Computer Organization and Assembly Language Home Page', 'summary': 'Date: Thu, 15 Aug 1996 17:42:46 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 06 Aug 1996 12:35:28 GMT Content-length: 4027 CS400 Introduction to Computer Organization and Assembly Language Home Page Syllabus: Grading Policy,",1
../data/splits/test_new_data/test/pbkzt.json, other,1
../data/splits/test_new_data/test/oovhs.json," other

 Text:'{'title': ""CS 251 Course Syllabus"", 'summary': ""Date: Tue, 05 Nov 1996 00:32:18 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 04 Oct 1996 12:27:38 GMT Content-length: 3684 CS 251 Course Syllabus Computer Science and Engineering 251 Department of Computer Science and Engineering The University",1
../data/splits/test_new_data/test/szlmwq.json, faculty,1
../data/splits/test_new_data/test/vircjd.json, faculty,1
../data/splits/test_new_data/test/cdruyo.json," other 

 Text:'{'title': ""Department of Computer Science, University of Illinois at Urbana-Champaign"", 'summary': ""Date: Tue, 05 Nov 1996 00:20:34 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 06 Sep 1996 22:45:20 GMT Content-length: 8573 Department of Computer Science University of Illinois at Urbana-Champaign Faculty Administrators",1
../data/splits/test_new_data/test/tnuwsmd.json," other 

 Text: '{'title': 'CS 507 - Advanced Operating Systems Home Page', 'summary': 'This course covers the fundamentals of advanced operating systems and is designed to be taken after introductory courses in operating system and computer architecture. It includes lectures, a project, and a term paper. The following topics are covered: Protection and Security; Memory Management; Filesystems, I/O Devices, and Buffering', 'links': ['http://www-unix.mcs.anl.gov/~james/507/course.html#top",1
../data/splits/test_new_data/test/syphpwi.json, other,1
../data/splits/test_new_data/test/jwfzxxg.json, other,1
../data/splits/test_new_data/test/ppewcgla.json, faculty,1
../data/splits/test_new_data/test/crusceee.json, other,1
../data/splits/test_new_data/test/wzzsat.json," student

 Text:'{'title': 'Computer Science', 'summary': 'Date: Tue, 12 Nov 1996 08:33:59 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 24 Oct 1996 13:07:59 GMT Content-length: 10107 Computer Science Program at NCSU --------------------------------------- The Department of Computer Science offers undergraduate and graduate programs leading to the Bachelor of Science in Computer",1
../data/splits/test_new_data/test/tibssnu.json," student

 Text:'{'title': 'Computer Science Department ', 'summary': 'Date: Tue, 26 Nov 1996 22:40:39 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 27 Mar 1996 18:50:05 GMT Content-length: 1454 Computer Science Department The College of Engineering and Applied Science is the home to over 18 departments and offers baccalaureate, masters, and doctor",1
../data/splits/test_new_data/test/wwqvvjs.json," faculty

 Text:'{'title': 'CS 301 - Programming Methods II: C++', 'summary': 'This course provides experience with programming in the object-oriented language C++, which extends standard C with classes, inheritance, and polymorphism. It emphasizes the development of programs using good software engineering practices and the use of a structured programming environment.', 'links': ['http://courses.cs.vt.edu/', 'http://www.cs.virginia.edu/cs301/syllabus_96.html', 'http://www",1
../data/splits/test_new_data/test/wsrchup.json, other,1
../data/splits/test_new_data/test/udghn.json, course,1
../data/splits/test_new_data/test/ihsbfi.json," faculty

Text:'{'title': 'CS 514: Practical Distributed Systems', 'summary': 'We study techniques for the design, implementation, and performance evaluation of communication protocols in parallel computing systems. This course is also offered to Computer Science PhD students and graduate students from other departments who have had some prior exposure to operating systems or distributed systems.', 'links': ['http://www.cs.cornell.edu/Info/Projects/HORUS', 'http://www.cs.cornell.edu/~vogels/index.html'], 'keyword",1
../data/splits/test_new_data/test/ydbfhql.json, course,1
../data/splits/test_new_data/test/xxyuea.json, student,1
../data/splits/test_new_data/test/quatg.json, course,1
../data/splits/test_new_data/test/fczhavit.json,"

Text:'{'title': 'CS508: Multimedia Computing and Networks', 'summary': ""Date: Thu, 26 Dec 1996 14:37:19 GMT Server: CERN/3.0 Content-type: text/html Last-modified: Wed, 18 Dec 1996 13:53:37 GMT Content-length: 2328 CS508: Multimedia Computing and Networks - Fall 1996 (Lecture Notes) CS",1
../data/splits/test_new_data/test/tbcbekmq.json," staff

Text: '{'title': 'Computer Science & Engineering', 'summary': '', 'links': ['http://www.cs.unc.edu/', 'http://www.cs.unc.edu/undergraduate/index.html'], 'keyword': ['computer', 'science', 'engineering', 'courses', 'program', 'university']}'
 Classification: department",1
../data/splits/test_new_data/test/oecphzmr.json, course,1
../data/splits/test_new_data/test/xyiafjk.json, course,1
../data/splits/test_new_data/test/kcldhpcj.json, other,1
../data/splits/test_new_data/test/yvxpvlc.json," staff

The text is about Xiaohan Qin, who works in the field of computer architectures, parallel and distributed systems, and performance evaluation methods. It briefly mentions a paper they co-authored. So, the classification is ""staff.""",1
../data/splits/test_new_data/test/tpedb.json,,1
../data/splits/test_new_data/test/wxbhjnn.json," staff, project, other, faculty, department, student, course.

 The text is about a staff member giving instructions on a programming assignment for students taking a course (course). It also mentions programs and compilers in the context of studying computer science as a department or major at a university (faculty, department). The keyword 'program0' could be related to project work, as it seems to be an assigned task for students (student). Other keywords like 'compiling', 'file', and 'programs' are relevant to both staff, course, faculty, and student contexts. So the classification is:",1
../data/splits/test_new_data/test/ufsug.json, course,1
../data/splits/test_new_data/test/bhptsyjz.json, staff,1
../data/splits/test_new_data/test/gxqadkgw.json, project,1
../data/splits/test_new_data/test/olbqqcm.json, project,1
../data/splits/test_new_data/test/debuzvc.json," other

 Text: '{'title': 'CS 263 Web Server Design Home Page', 'summary': 'This is the home page for a CS 263 course at the University of Wisconsin-Madison. Our objectives are to study web server architecture and design, learn how to write CGIs in C and develop an HTTP proxy.', 'links': ['http://www.cs.wisc.edu/web/cs263-fa95/home.html', '#news'], 'keyword': ['server', 'design', 'proxy', 'cgi', 'c']}' 
",1
../data/splits/test_new_data/test/ffcrqo.json," course

 Other keywords include programming, cs, htmlcontent, program, computing, assignments, ncsa, and web. 
Faculty keywords contain algorithms, compilers, distributed, and parallel. 
Course keywords include syllabus, assignments, cs, lecture, algorithms, exam, cse, instructor, grading.",1
../data/splits/test_new_data/test/nlxxo.json, faculty,1
../data/splits/test_new_data/test/zvrysckq.json," other

 Text:'{'title': ""The Computer Science Department"", 'summary': ""Date: Mon, 25 Nov 1996 08:17:58 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 30 Jul 1996 14:13:59 GMT"", 'links': ['http://www.cs.unc.edu/', 'ftp://ftp.cs.unc.edu/pub/unix-faq/'], 'keyword': ['faculty', '",1
../data/splits/test_new_data/test/jfqpd.json," other

 Text:'{'title': ""Matthew J. Koll"", 'summary': 'Date: Tue, 26 Nov 1996 04:47:41 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 30 Aug 1996 10:28:47 GMT Content-length: 3432', 'links': ['http://www.cs.cornell.edu/Info/Projects/HORUS', 'http://www.cs",1
../data/splits/test_new_data/test/tvmqpm.json, other,1
../data/splits/test_new_data/test/ouyuwu.json, course,1
../data/splits/test_new_data/test/boarhn.json, staff,1
../data/splits/test_new_data/test/qvxwlws.json, other,1
../data/splits/test_new_data/test/xgtpxl.json, faculty,1
../data/splits/test_new_data/test/utthj.json," student

 Text: '{'title': ""Computer Science and Software Engineering at Concordia"", 'summary': ""Date: Tue, 05 Nov 1996 23:45:37 GMT Server: Apache/1.1.1 Content-type: text/html Last-modified: Mon, 04 Nov 1996 06:58:45 GMT Computer Science and Software Engineering at Concordia Welcome to the Department of Computer Science and Software Engineering at Concordia University! Our faculty, staff and students are committed to",1
../data/splits/test_new_data/test/xvlikyt.json," faculty

 Text:'{'title': 'CS4109S Operating Systems Home Page', 'summary': 'Date: Wed, 06 Nov 1996 14:52:57 GMT Server: NCSA/1.5 Content-type: text/html Course Description and Objectives', 'links': ['http://www.cs.umd.edu/class/spring98/cmsc410/cmsc410.html', 'http://www.cs.umd.edu/class/fall96/c",1
../data/splits/test_new_data/test/wcwtzpny.json, project,1
../data/splits/test_new_data/test/eudatvy.json," other

 Text: '{'title': 'CS Faculty', 'summary': 'The Department of Computer Science is composed of outstanding faculty who are dedicated to teaching, research, and service.', 'links': ['http://www.cs.cornell.edu/people/faculty/faculty_a_z.html'], 'keyword': ['cornell', 'computer', 'sciences', 'faculty', 'department']}' 
 Classification: faculty

 Text:'{'title': 'CS 412 Introduction to Operating Systems Home Page', 'summary': """,1
../data/splits/test_new_data/test/jdwxv.json, other,1
../data/splits/test_new_data/test/qjjlm.json," faculty

 Text:'{'title': '', 'summary': 'Date: Wed, 02 Oct 1996 18:41:31 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 27 Sep 1996 16:57:46 GMT Computer Science Department , North Carolina State University Raleigh, N.C. 27695-8202 tel: (919) 515-3464 fax:(91",1
../data/splits/test_new_data/test/czkze.json, faculty,1
../data/splits/test_new_data/test/quyjp.json, course,1
../data/splits/test_new_data/test/thxcjaib.json, other,1
../data/splits/test_new_data/test/wvhluq.json," faculty

 Text: '{'title': 'Computer Science and Engineering, University of Washington', 'summary': ""Date: Sun, 03 Nov 1996 07:54:02 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 03 Oct 1996 12:35:38 GMT Content-length: 7447 Computer Science and Engineering, University of Washington The Department of Computer Science & Engineering at the University of Washington has a long history of",1
../data/splits/test_new_data/test/brmtqcj.json, faculty,1
../data/splits/test_new_data/test/vxydxvhn.json," faculty

  Text: '{'title': ""Introduction to Computer Science Course Syllabus"", 'summary': 'Welcome to Introduction to Computer Science. This course is designed to provide the student with a solid foundation in computer programming with C++ and an introduction to systems concepts, algorithms, and data structures.', 'links': ['http://www.cs.dartmouth.edu/', '#syllabus'], 'keyword': ['computer', 'programming', 'cplusplus', 'systems', 'algorithms', 'data']}'
  Classification: course

Text:`{'title':",1
../data/splits/test_new_data/test/tbkoiw.json, course,1
../data/splits/test_new_data/test/zlshvea.json," other

Text:'{title: ""David's Home Page"", summary: ""Date: Tue, 05 Nov 1996 21:18:33 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 04 Nov 1996 22:42:45 GMT Content-length: 2474 David's Home Page Welcome to my home page! Some of the things you'll find here are my personal CV, a list of interesting URLs I've come",1
../data/splits/test_new_data/test/woiup.json, other,1
../data/splits/test_new_data/test/rkokgno.json, student,1
../data/splits/test_new_data/test/yolbla.json," other

Text: '{'title': 'CS 590 - Parallel Algorithms, Fall 2016', 'summary': ""Date: Tue, 20 Sep 1994 13:28:50 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 27 Jul 1994 15:26:21 GMT Course Description: This course is a survey of parallel algorithms and their analysis using the model of a shared memory multiprocessor. Topics",1
../data/splits/test_new_data/test/ujnnvh.json, staff,1
../data/splits/test_new_data/test/rwrko.json, course,1
../data/splits/test_new_data/test/lclvhfy.json, course,1
../data/splits/test_new_data/test/meqmm.json," staff

So, the text belongs to the staff classification.",1
../data/splits/test_new_data/test/gjhhavd.json, other,1
../data/splits/test_new_data/test/cnlce.json, faculty,1
../data/splits/test_new_data/test/xegyoao.json, other,1
../data/splits/test_new_data/test/eyxtv.json, faculty,1
../data/splits/test_new_data/test/yftemp.json, faculty,1
../data/splits/test_new_data/test/idjfvfvk.json, course,1
../data/splits/test_new_data/test/cotsv.json, course,1
../data/splits/test_new_data/test/cjnrzzmk.json, course,1
../data/splits/test_new_data/test/xbywiofb.json," other

 Text:'{'title': 'Computer Science Department - Course Descriptions and Schedules', 'summary': ""Date: Tue, 12 Mar 1996 03:58:34 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Sun, 10 Mar 1996 17:37:03 GMT Content-length: 2918 Computer Science Department UNIVERSITY OF BRITISH COLUMBIA Course Descriptions and Schedules",1
../data/splits/test_new_data/test/bofjb.json, staff,1
../data/splits/test_new_data/test/ztoydtcl.json, other,1
../data/splits/test_new_data/test/ncnaj.json,"

 Based on the provided text snippets, the classifications are as follows:

1. staff - faculty, project
2. other - programming, cern, gmtserver, mime, cs, htmlcontent, program, computing, assignments, ncsa
3. faculty - computing, programming, cs, algorithms, educational, parallel, computer, compilers, distributed
4. department - cs, faculty, computing, edu, university, campus, ncsa, courses, webmaster, web
5. student - cs, programming, computing, resume, web,",1
../data/splits/test_new_data/test/macjz.json, faculty,1
../data/splits/test_new_data/test/kqghrpia.json, course,1
../data/splits/test_new_data/test/amwcmt.json, other,1
../data/splits/test_new_data/test/pobhzrg.json, staff,1
../data/splits/test_new_data/test/ymako.json," staff, project, other, faculty, department, student, course",1
../data/splits/test_new_data/test/rosxu.json," student

 Text:'{'title': 'Amit Kumar Sanyal', 'summary': 'I did my post-graduation from the Indian Institute of Technology, Kanpur and obtained an M.Tech degree in Computer Science in 2001. I joined IIIT Delhi as a Research Fellow where I have been working on XML Schema based data integration for Semantic Web applications.', 'links': ['http://www.iiitd.ac.in/web/faculty/?id=380'], 'keyword': ['postgraduate', 'delhi', 'india',",1
../data/splits/test_new_data/test/sfnmxx.json, course,1
../data/splits/test_new_data/test/jdscdzrq.json, other,1
../data/splits/test_new_data/test/lhyku.json, other,1
../data/splits/test_new_data/test/owvpwso.json, department,1
../data/splits/test_new_data/test/nttawca.json, faculty,1
../data/splits/test_new_data/test/ksglvhbn.json," faculty 

  Text: '{'title': 'Course Descriptions', 'summary': 'CS 417 Artificial Intelligence, 3 Units  A study of current research and development in the field of artificial intelligence. Topics include problem solving methods, knowledge representation, reasoning, learning, planning, robotics, natural language processing and applications including game playing, theorem proving, and machine vision.,'links': [], 'keyword': ['artificial', 'intelligence', 'ai', 'robotics', 'planning']}' 
 Classification: course

  Text: '{'",1
../data/splits/test_new_data/test/uaalnyoj.json, course,1
../data/splits/test_new_data/test/aimch.json," faculty

  Text:'{'title': 'CS 514 - Programming Distributed Systems', 'summary': 'Class meets on Tuesday and Thursdays from 12:30 to 2:00 PM in 251 CSE. We will use the CS building atrium as a meeting place outside of class hours. The syllabus, notes, announcements, and other information about the course are available here.', 'links': ['http://www.cs.cornell.edu/Info/Projects/HORUS', 'http://www.",1
../data/splits/test_new_data/test/uicnn.json," project

Text:'{'title': ""Course Syllabus"", 'summary': ""Date: Tue, 09 Jul 1996 14:23:57 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 08 Jul 1996 23:53:33 GMT"", 'links': ['mailto:shade@cs.washington.edu', 'http://www.cs.washington.edu/research/projects/grail2/www/",1
../data/splits/test_new_data/test/mgaymm.json, other,1
../data/splits/test_new_data/test/fvgngpl.json," student

 Text:'{'title': ""CS 3210: Data Structures"", 'summary': 'The topics covered in this class include linked structures, stacks, queues and trees. The course emphasizes the design and analysis of efficient algorithms for manipulating these data structures.', 'links': ['http://cs.gmu.edu/~srini/CS3210/index.html', '#course-info'], 'keyword': ['structures', 'algorithms', 'trees', 'stacks', 'queues']}' 
 Classification: course",1
../data/splits/test_new_data/test/plddbm.json, other,1
../data/splits/test_new_data/test/wzime.json, other,1
../data/splits/test_new_data/test/beoczxhp.json, other,1
../data/splits/test_new_data/test/lpzykg.json," other

 Text:'{'title': 'Department of Computer Science at UC Irvine', 'summary': ""Date: Tue, 05 Nov 1996 00:20:34 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Sun, 07 Jul 1996 08:00:00 GMT UC Irvine Department of Computer Science Welcome to the Department of Computer Science at the University of California, Irvine! This page contains information about our department, its",1
../data/splits/test_new_data/test/titkmd.json, other,1
../data/splits/test_new_data/test/aagelci.json, other,1
../data/splits/test_new_data/test/pzidtqlv.json," other 

 Text:'{'title': 'Computer Science & Electrical Engineering', 'summary': ""Date: Mon, 18 Nov 1996 05:24:37 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 02 Oct 1996 18:58:49 GMT Content-length: 1520 Computer Science & Electrical Engineering At Illinois we have a rich history of developing and applying new technologies in computer science and electrical engineering. We are proud",1
../data/splits/test_new_data/test/pieuuqju.json," faculty

Text: '{'title': 'UW-Madison Department of Computer Sciences', 'summary': 'Date: Tue, 05 Nov 1996 18:34:23 GMT Server: Apache/1.1.1 Content-type: text/html Last-modified: Fri, 06 Sep 1996 23:53:17 GMT UW-Madison Department of Computer Sciences We are a major department offering undergraduate and graduate programs in computer sciences, including a Ph.D. degree. Our",1
../data/splits/test_new_data/test/jewrlbk.json, other,1
../data/splits/test_new_data/test/iztxnf.json, other,1
../data/splits/test_new_data/test/rqbxxl.json, course,1
../data/splits/test_new_data/test/jcalgzyq.json," faculty
  
  Text:'{'title': 'CS 3240 Programming Language Design and Implementation - Georgia Tech', 'summary': 'Date: Mon, 25 Nov 1996 19:07:40 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 07 Nov 1996 13:56:38 GMT Content-length: 2384 CS 3240 Programming Language Design and Implementation', 'links': ['",1
../data/splits/test_new_data/test/ijoyru.json, course,1
../data/splits/test_new_data/test/gfpmjx.json," staff

Text: ""{'title':'CS 126 - Programming Methodology, University of California, Berkeley', 'summary': 'Course description and syllabus: Overview, Lecture topics, Labs, Grading, Project assignments. Recommended background: CS 61A or equivalent.' , 'links': ['http://www.eecs.berkeley.edu/', 'http://www.cs.berkeley.edu/classes/cs126/', 'http://www.cs.berkeley.edu/~vazirani/1",1
../data/splits/test_new_data/test/ikgbbfg.json, project,1
../data/splits/test_new_data/test/omvawb.json," other

  Text:'{'title': 'Computer Science and Engineering Department', 'summary': ""Date: Tue, 26 Nov 1996 03:52:47 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 28 Oct 1996 20:09:55 GMT Content-length: 2016 Department of Computer Science and Engineering Department of Computer Science and Engineering The University of Arizona Tucson, AZ 85721 (52",1
../data/splits/test_new_data/test/mfkaijyg.json, other,1
../data/splits/test_new_data/test/uraxyoec.json, staff,1
../data/splits/test_new_data/test/fgnuh.json, department,1
../data/splits/test_new_data/test/xxnbrcs.json, faculty,1
../data/splits/test_new_data/test/qajnzy.json, other,1
../data/splits/test_new_data/test/bhzijblm.json, other,1
../data/splits/test_new_data/test/utvxb.json, faculty,1
../data/splits/test_new_data/test/sxfkrscz.json, course,1
../data/splits/test_new_data/test/aplafmip.json, faculty,1
../data/splits/test_new_data/test/ciwmb.json," project
  
 Text:'{'title': 'CS 308: Algorithms', 'summary': 'CS 308 introduces students to the field of computer science by exploring algorithmic methods for problem solving. Students will learn how to analyze and compare algorithms for efficiency, and implement them in a high-level programming language.', 'links': ['http://www.cs.umass.edu/~cs308/syllabus/index.html', 'http://www.cs.umass.edu/~cs308/homepage/index.html'], 'keyword':",1
../data/splits/test_new_data/test/fugmzdml.json, other,1
../data/splits/test_new_data/test/gwtwpgzd.json," course

  Text: {'title': 'COMPUTER SCIENCE & ENGINEERING', 'summary': 'CS&E is committed to excellence in research and graduate education, with particular emphasis on computer systems, software, and cyber-physical systems.', 'links': ['http://www.cs.cmu.edu/', 'http://www.cs.cmu.edu/people.html', 'http://www.cs.cmu.edu/cegs/'], 'keyword': ['engineering', 'computer', 'systems', 'software']",1
../data/splits/test_new_data/test/iplufn.json, course,1
../data/splits/test_new_data/test/ttjwn.json," staff 

 Based on the given text and keyword information, it's clear that this classifies as a mix of ""staff"" and ""project"". The text discusses a research project using Parallel Virtual Machine (PVM) running on a Cray T3D supercomputer at the Pittsburgh Supercomputing Center. It also mentions machine learning, heuristic search, and parallelism – all relevant to computer science staff engaged in research projects. So, both ""staff"" and ""project"" classifications are applicable here.

However, if we were to choose only one classification for this text,",1
../data/splits/test_new_data/test/ynozhbm.json, course,1
../data/splits/test_new_data/test/ryvjcfnj.json, student,1
../data/splits/test_new_data/test/oyuuo.json, faculty,1
../data/splits/test_new_data/test/avemi.json," staff
  
  Text:'{'title': 'Computer Science and Engineering Department - UC San Diego', 'summary': ""Date: Wed, 09 Oct 1996 04:53:27 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 26 Jul 1996 18:37:32 GMT Content-length: 6348 Computer Science and Engineering Department - UC San Diego Department of Computer Science and Engineering University of California, San Diego La Jolla",1
../data/splits/test_new_data/test/zlvjh.json, other,1
../data/splits/test_new_data/test/esxrrht.json, student,1
../data/splits/test_new_data/test/usnst.json," faculty 

 Text:'{'title': 'CS 251 Web Technology II Lab Manual', 'summary': 'Welcome to the CS 251 Web Technology II lab. This is a hands-on course where you will learn by doing, building your own websites using HTML and CSS. The goal of these labs is to provide practical experience with web technologies that are widely used in industry today.', 'links': ['http://www.cs.ucr.edu/people/faculty/kumar/cs251/syllabus.html', '#labmanual'], '",1
../data/splits/test_new_data/test/xggyx.json," faculty
  
  Text:'{'title': 'Distributed Systems and Parallel Computing Research Group, University of Colorado Boulder', 'summary': 'Date: Wed, 20 Nov 1996 19:37:48 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1336 Distributed Systems and Parallel Computing Research Group Last modified: Thu, 14 Nov 1996 18:32:21 GMT', 'links': ['http://www.",1
../data/splits/test_new_data/test/pkvviu.json," course 

 Text: '{'title': 'Compilers - EECS 701 Fall Term', 'summary': ""Date: Mon, 19 Aug 1996 23:14:53 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 19 Aug 1996 23:14:52 GMT Class Schedule: September 10 - December 13, 1996 Instructor: Professor Joseph Hellerstein', 'links': ['http",1
../data/splits/test_new_data/test/bjzfnftw.json," faculty

 Text:'{'title': 'Lecture Notes on Computational Geometry - Lecture 5: Voronoi Diagrams', 'summary': 'This is part of a series of lecture notes for an undergraduate course on computational geometry.', 'links': ['http://www.cs.ubc.ca/~andrew/courses/390-fall01/notes/lecture5.html', 'http://www.cs.ubc.ca/~andrew/courses/390-fall01/syllabus.html'], '",1
../data/splits/test_new_data/test/ticyp.json," student 

 Text:'{'title': ""Maurizio A. Gabbrielli"", 'summary': 'Dr. Maurizio A. Gabbrielli is Professor of Computer Science in the Department of Computer Sciences at the University of Wisconsin-Madison. He earned his Ph.D. in Computer Science from the University of Michigan, Ann Arbor in 1982, and has been on the faculty at the University of Michigan and UCSB prior to joining the University of Wisconsin-Madison.', 'links': ['http://www.cs.wisc.edu/', 'http://www",1
../data/splits/test_new_data/test/fxqhlu.json," course

  Text: '{'title': 'CS 514 - Practical Distributed Systems Home Page', 'summary': 'Date: Thu, 07 Nov 1996 21:53:23 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 07 Nov 1996 18:41:51 GMT Content-length: 3840 CS 514 - Practical Distributed Systems Home Page', 'links': ['http://www.",1
../data/splits/test_new_data/test/oouybbn.json, faculty,1
../data/splits/test_new_data/test/caaelf.json, staff,1
../data/splits/test_new_data/test/xpajbs.json," faculty

  Text:'{'title': 'Bachelor of Science in Computer Science', 'summary': 'The curriculum leads to a Bachelor of Science degree in computer science. Candidates for this degree must successfully complete the prescribed courses and requirements listed below, which include those needed for admission to upper-division studies, those required by the major program, and those specified for graduation. Computer Science Major Requirements (120 Units) General Education Requirements (48 Units) Total Units: 168', 'links': ['http://www.cs.ucsb",1
../data/splits/test_new_data/test/gnrotudd.json, other,1
../data/splits/test_new_data/test/urmpyj.json, course,1
../data/splits/test_new_data/test/cbuuznl.json," project

 Text:'{'title': 'CS3104 - Operating Systems', 'summary': ""Date: Mon, 2 Dec 1996 07:08:49 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 6 Nov 1996 12:30:11 GMT Content-length: 3900 CS3104 - Operating Systems Syllabus, Schedule, Lecture Notes, Homework Problems, Projects, Exams",1
../data/splits/test_new_data/test/dbtooseb.json, project,1
../data/splits/test_new_data/test/thpiz.json, other,1
../data/splits/test_new_data/test/dyruktbc.json," course

  Text: '{'title': 'CS Lecture Notes', 'summary': ""Date: Thu, 21 Nov 1996 09:38:47 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 13 Nov 1996 16:29:39 GMT Content-length: 2163 CS Lecture Notes The Department of Computer Science, University of Illinois at Urbana-Champaign, provides online lecture notes for various courses.",1
../data/splits/test_new_data/test/jpxvffy.json, other,1
