Titulo,Resultado
../data/splits/test_new_data/test/akbfdvs.json," student  
  
  Text:'{'title': ""Welcome to the CSE Department"", 'summary': 'The department is located in W1153 Seaton Hall, which is on the north end of campus, and adjacent to the Fine Arts Center. The office is on the ground floor, on the left-hand side as you enter the building from East Circle Drive.', 'links': ['http://www.cse.vt.edu/office/people/', 'http://www.cse.vt.edu/office/gradinfo/', 'http://www.cse.vt",1
../data/splits/test_new_data/test/sphiqtdr.json," staff  

 Text: '{'title': "" The WWW Virtual Library: Arts and Humanities "", 'summary': ""These pages are updated about every month or so. I do not keep up with these sites as well as I would like to (mostly due to lack of time), but if you find something interesting, please let me know."", 'links': ['http://www.netcom.com/~gallows/', 'http://www.cs.toronto.edu/~mjp/wvlib/arts_humanities/index.html', ''], 'keyword': ['virtual",1
../data/splits/test_new_data/test/hpsaouip.json," course
```",1
../data/splits/test_new_data/test/pznqy.json, staff,1
../data/splits/test_new_data/test/beveykcq.json," staff  

      The following is a description of the text classification problem  :
      There are several categories (classes) of text document: faculty, student, course, staff, department, other, project. The classes are not mutually exclusive and overlap at the edges.
      
      A typical line in text file has the following format:
       title: <title>, summary: <summary>, links: [<link>...], keyword: [<keyword1>..]
      
      where each field is a string of text as shown above. 
      
      The goal is to classify",1
../data/splits/test_new_data/test/uuyzux.json," course
```",1
../data/splits/test_new_data/test/sorah.json," project

  Text: '{'title': '', 'summary': '""The goal of this work is to understand the role of the Ras/Raf/MAPK pathway in development, differentiation and cell cycle control. ...We have demonstrated that Raf-1 has a central role in cellular signal transduction."",'links': ['http://www.mcdb.ucsb.edu/faculty/southwick/index.html'], 'keyword': ['cell', 'trans', 'ras/raf', 'kinase']}' 
 Classification: faculty

  Text:'{'title': '",1
../data/splits/test_new_data/test/nwqios.json," staff

  Text: ""{'title': 'Northwestern University: Department of Computer Science and Engineering', 'summary': 'Date: Mon, 14 Oct 1996 08:15:31 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 27 Sep 1996 00:28:30 GMT Content-length: 16074 NORTHWESTERN UNIVERSITY | Department of Computer Science and Engineering Overview: The Department, Faculty",1
../data/splits/test_new_data/test/lfukf.json," course 

   Examples: 
   Text:'{'title': 'Practical Distributed Systems: Projects and Lectures', 'summary': 'The material in this lecture is loosely organized into five major topics, each of which is covered by a single lecture. In addition to these lectures, I am giving a series of project-oriented lectures on the different projects being pursued in our group. These projects are listed below, with links to more detailed descriptions of these projects and their status. This semester\'s projects and lecture topics are listed below. A complete description of the course, including",1
../data/splits/test_new_data/test/uihixqum.json," course
User input:
```python
# -*- coding: utf-8 -*-
import re
import sys
import nltk
from nltk.classify import ClassifierI
from nltk.corpus import stopwords
from nltk.tokenize import RegexpTokenizer
from nltk.stem import PorterStemmer

def classify(keywords):
    # Create a regex tokenizer
    tokenizer = RegexpTokenizer('[a-zA-Z]+')

    # Get all the text in a list",1
../data/splits/test_new_data/test/espxbh.json," other
User classify the texts in this class using only one word per text, and use the following words as keywords : staff, project, faculty, department, student, course. The text that should be classified as staff must have at least three of these keywords. The rest are easy to assign a class. For some other texts it is not so obvious which class they belong to. 
Reply with only one word for each text: staff, project, faculty, department, student, course.",1
../data/splits/test_new_data/test/oneaef.json," faculty

   Text:'{'title': ""John P. Donlan"", 'summary': ""Server: NCSA/1.5 Date: Tue, 05 Nov 1996 00:20:34 GMT Last-modified: Fri, 06 Sep 1996 22:45:20 GMT Content-type: text/html Content-length: 7879 John P. Donlan Professor John Donlan received his B.A. in mathematics from Harvard College, and his M.A. (197",1
../data/splits/test_new_data/test/wuuif.json," faculty

 Text:'{'title': ""Georgia Institute of Technology"", 'summary': 'Georgia Institute of Technology. Georgia Tech (also known as Tech) is a public research university in Atlanta, GA. The institute was founded in 1885 as the Georgia School of Technology to provide education in the industrial arts. Since then, the institution has grown into the third largest university in Georgia with nearly 20,000 students and over 90 fields of study.', 'links': ['http://www.gatech.edu/gvu/Faculty/Jessica.K",1
../data/splits/test_new_data/test/rteuy.json," staff

  Text: '{'title': "" SGI Origin/Octane Page "", 'summary': ""The SGI workstation product line consists of the high-end IRIS, the midrange Indy, and the entry-level Octane. Currently, we also carry the high-performance computer systems (SGI Challenge), and workstations designed specifically for the animation market (Octanex)."", 'links': ['http://www.sgi.com/products/workstation/origin_octane/index.html', '#maintenance', 'http://www.sgi.com'], '",1
../data/splits/test_new_data/test/khtaydx.json," faculty

  Text:'{'title': ""CS480: Introduction to Computer Graphics"", 'summary': 'I also received my Bachelor's degree in Computer Science from Texas A&M University in May 1995. My research interests are computer graphics, virtual reality, and human-computer interaction.', 'links': ['http://www.cs.utexas.edu/~joe', 'http://www.cs.utexas.edu/~joe/resume.html', 'http://www.tamu.edu/'], 'keyword': ['graphics', 'cs",1
../data/splits/test_new_data/test/xyqyyd.json," staff 

  Text:'{'title': 'The Department of Computer Science and Engineering at the University of California, San Diego is pleased to announce a new graduate program in computer engineering.', 'summary': 'The Department of Computer Science and Engineering at the University of California, San Diego is pleased to announce a new graduate program in computer engineering. We are looking for exceptional students with strong academic records from leading institutions around the world. Our graduate program provides outstanding opportunities in both research and education and can lead to an MS or PhD degree. The Department has recently received substantial funding to support graduate research in areas of wireless communications, digital signal processing,",1
../data/splits/test_new_data/test/pxcwhekn.json," course  
  
  Text:'{'title': 'Faculty Home Pages', 'summary': ""Date: Tue, 26 Nov 1996 22:40:42 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 28 Oct 1996 20:09:53 GMT Content-length: 3768 Faculty Home Pages The Department of Computer Science University of Arizona Gould-Simpson Building, Room 721 1040 E",1
../data/splits/test_new_data/test/pjnwjfgw.json," student

    Text:'{'title': 'Homepage of Michael J. Hoskins', 'summary': ""Date: Tue, 26 Nov 1996 05:48:31 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 25 Nov 1996 22:56:46 GMT Content-length: 474 Homepage of Michael J. Hoskins Mike's Page"", 'links': ['http://www.crl.com/~mhos",1
../data/splits/test_new_data/test/fhayg.json," student  

     Example in which text cannot be classified : 
      Text:'{'title': ""Bioinformatics Research Group"", 'summary': '... The Bioinformatics Group has been formed to take advantage of the unique combination of computer science, biology, bio-chemistry and medicine at the University. Our primary goal is to develop algorithms and software that can help in the identification and understanding of biological sequences. Another major goal is to understand the computational requirements for a complete analysis of genome data...', 'links': ['http://www.cs.wustl.edu/~cbio",1
../data/splits/test_new_data/test/gyutr.json," student
```",1
../data/splits/test_new_data/test/xuoppkn.json," student

 Text:'{'title': 'CS 514: Practical Distributed Systems Syllabus', 'summary': 'This course will be the second offering of CS 514. The primary goal of this course is to introduce students to the design and implementation of practical distributed systems. This is a course that emphasizes programming skills rather than theoretical knowledge.', 'links': ['http://www.cs.cornell.edu/~vogels', 'http://gmtserver.cs.cornell.edu:8080/index.html', 'http://www.cs",1
../data/splits/test_new_data/test/kxbknr.json, staff,1
../data/splits/test_new_data/test/wognyts.json," other 

 Text:'{'title': ""Computing Facilities"", 'summary': ""Date: Tue, 06 Aug 1996 23:58:04 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 06 Jan 1997 12:37:46 GMT Content-length: 22678 Computing Facilities <B>Computing Facilities</B><P>Overview<P>Frequently Asked Questions About the UT CS facilities",1
../data/splits/test_new_data/test/gedcirqa.json," project
```",1
../data/splits/test_new_data/test/pbkzt.json," staff 
  
 Text:'{'title': 'Lisa Schwartz', 'summary': 'Date: Sat, 4 Apr 1997 22:26:59 GMT Server: Apache/1.2b3 Content-type: text/html Last-modified: Thu, 08 May 1996 13:47:47 GMT Content-length: 2698 Welcome! You have just found the home page of Lisa Schwartz. I graduated from Brown University in December 1995 with a B.A",1
../data/splits/test_new_data/test/oovhs.json," staff
```",1
../data/splits/test_new_data/test/szlmwq.json," project
User 19: I'm glad to see you posting about your work here. I am not familiar with the classifier but I don't understand why it is failing in this particular case. I can think of several possible answers:

* The classifier was trained on a very limited set of data from a small group of people, so the model doesn't fit the data as well as it might otherwise. (The model may be biased towards the training data.)

* The classifier is too simple and therefore can't handle the complexity of your text. Maybe you should try using a",1
../data/splits/test_new_data/test/vircjd.json," staff 

 Text:'{'title': 'CS495 Final Projects: Spring 1996', 'summary': 'The deadline for all projects has been moved to Friday, May 31st, at 6PM. I will accept any projects that are in my office on or before this time!', 'links': ['http://www.cs.uidaho.edu/faculty/foster.html', 'http://www.cs.uidaho.edu/~foster/495s96/finalproj.html', '#deadline'], 'keyword': ['",1
../data/splits/test_new_data/test/cdruyo.json," project   
  
Text:'{'title': ""Computer Science and Engineering"", 'summary': ""The CSE Department offers undergraduate programs in Computer Science, Electrical Engineering with an option in Computer Engineering, and Biomedical Engineering, as well as graduate programs leading to the MS degree with major in Computer Science and Engineering, and the PhD degree. The department's mission is to provide educational opportunities for students in computer science and engineering and to meet societal needs through research."", 'links': ['http://www.cs.umd.edu/~cseweb/', 'http://www.cs.umd",1
../data/splits/test_new_data/test/tnuwsmd.json," staff
User 13: I've been reading some of your other replies in this thread and they seem a bit... off.

> Text: '{'title': 'PhOOTOO Pages', 'summary': ""Date: Wed, 15 Jan 1997 01:25:37 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 493 Last-modified: Wed, 17 Apr 1996 23:35:04 GMT PhOOTOO",1
../data/splits/test_new_data/test/ppewcgla.json," staff  

  Text: ""{'title':'Mike Giles', 'summary': 'Here are a few hints to help you use the Web better. I hope they are useful.', 'links': ['http://www.cis.ohio-state.edu/~giles/', '#giles_page'], 'keyword':['hmmm', 'web', 'hints'] }""
  Classification: faculty  

  Text:'{'title':'Cornell CS Staff List ', 'summary': ""Date: Thu, 21 Nov 1996",1
../data/splits/test_new_data/test/crusceee.json," staff 

  Text: '{'title': 'The University of Edinburgh - Research Computing Service (RCS)', 'summary': 'The University of Edinburgh RCS provides a range of high performance computing and data services to the research community. These include systems for running parallel programs, file and data storage resources, email accounts, training courses and user support.', 'links': ['http://www.ed.ac.uk/', 'http://www.rcs.ed.ac.uk/', '#services'], 'keyword': ['computing', 'university', 'network', 'programming']}' 
 Class",1
../data/splits/test_new_data/test/wzzsat.json," faculty

  Text:'{'title': ""CSE 213 Computer Systems I Home Page"", 'summary': ""Date: Thu, 24 Oct 1996 09:58:17 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 04 Sep 1996 15:35:27 GMT Content-length: 1583 CSE 213 Computer Systems I Home Page Fall 1996 The CSE 213 course web page",1
../data/splits/test_new_data/test/tibssnu.json," staff   

  Text: '{'title': ""Research Interests "", 'summary': ""Date: Tue, 05 Nov 1996 00:14:55 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 12 Sep 1996 23:57:21 GMT Content-length: 358 Research Interests Last Modified:  1996 by H. Chad Lane"", 'links': [], 'keyword': ['research', 'modified",1
../data/splits/test_new_data/test/wwqvvjs.json, department,1
../data/splits/test_new_data/test/wsrchup.json," staff, project, faculty, department, course
```",1
../data/splits/test_new_data/test/udghn.json," project  

 Text:'{'title': 'The GMT Server Group ', 'summary': 'A group of CS students and faculty at the University of Wisconsin-Madison are working on a server that will assist users in locating files and resources on the Internet. The GMTserver was designed to act as an indexing system, and a mechanism for searching the entire Internet.', 'links': ['http://gmtserver.cs.wisc.edu', 'mailto:gmt@cs.wisc.edu'], 'keyword': ['distributed', 'compilers', 'mime', 'www', 'program",1
../data/splits/test_new_data/test/ihsbfi.json," project  

 Text:'{'title': 'University of Maryland Department of Computer Science', 'summary': 'The University of Maryland has been awarded the ACM Distinguished Department Award for Computing. For more information on the award and the department\'s past awards, click here. ', 'links': ['http://www.cs.umd.edu/~wolfe/award.html', 'http://www.cs.umd.edu/~wolfe/people.html'], 'keyword': ['computing', 'programming', 'faculty', 'umd', 'maryland",1
../data/splits/test_new_data/test/ydbfhql.json," course
 
 The following are some examples of classify the text.
  Text : {'title': 'Werner Vogels', 'summary': 'If we want to take our distributed systems to a global scope, there is a need to find a generic mechanism to support failure suspision, detection and management of processes, nodes and networks. I am responsible for CS 515 , a Practicum in Distributed Systems , and teach a number of lectures on network protocols and high-speed network technology in CS 514 : Practical Distributed Systems .', 'links': ['mailto",1
../data/splits/test_new_data/test/xxyuea.json," visitor  

   What I want to do is to classify the text in this class : staff, project, other, faculty, department, student, course. 

   Is it possible? If yes , how can I implement it?
```",1
../data/splits/test_new_data/test/quatg.json," course

  Text: '{'title': 'Joint PhD Program in Computer Science and Mathematics', 'summary': 'Students who meet the requirements for admission to both departments are eligible to participate.  The program must be initiated by the student, by application to the CS or Math graduate programs for admission as a joint degree candidate. Once admitted as a joint degree candidate, the student will normally follow the rules of the department which the student elects to be ""home"" in terms of advising, research and so forth.', 'links': ['http://www.cs.nmsu.edu/grad/joint_",1
../data/splits/test_new_data/test/fczhavit.json," project

 Text:'{'title': 'Professional Web Page of Prof. Paul Roussos ', 'summary': ""Date: Tue, 26 Nov 1996 04:53:07 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 28 Mar 1996 16:16:58 GMT Content-length: 893  The Professional Web Page of Prof. Paul Roussos "", 'links': ['http://www.csd.",1
../data/splits/test_new_data/test/tbcbekmq.json," staff  

  Text:'{'title': ""CISAC: News"", 'summary': ""Date: Tue, 10 Dec 1996 03:45:57 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 04 Dec 1996 14:27:40 GMT CISAC News Center for Integrated Systems at Stanford "", 'links': [], 'keyword': ['cisac', 'stanford', 'computing']}' 
 Classification: department",1
../data/splits/test_new_data/test/oecphzmr.json," course
```",1
../data/splits/test_new_data/test/xyiafjk.json," course

 Text:'{'title': ""The CSAIL Research Lab"", 'summary': 'Date: Tue, 12 Nov 1996 03:45:43 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 07 Oct 1996 21:08:28 GMT Content-length: 13717 The CSAIL Research Lab This page provides information about the Computer Science and Artificial Intelligence Laboratory (CSAIL) at MIT and the research projects being",1
../data/splits/test_new_data/test/kcldhpcj.json, project,1
../data/splits/test_new_data/test/yvxpvlc.json," faculty

   Text:'{'title': 'Graham J. Bell ', 'summary': 'My main research area is in parallel and distributed systems with an emphasis on performance evaluation of high-performance systems. My current focus is the evaluation of systems based on large-scale shared-memory and message-passing multiprocessors for the Cray Research CRAY T3D and CRAY T3E computers.', 'links': ['http://www.cs.washington.edu/htbin-post/finger/bell', 'http://www.cs.washington.edu/~bell/', '",1
../data/splits/test_new_data/test/tpedb.json," staff

Text:'{'title': ""The World of MUD"", 'summary': 'Date: Thu, 5 Dec 1996 18:23:47 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 10 Sep 1996 22:36:31 GMT Content-length: 31855 The World of MUD From: ""Erik Naggum"" <erik@naggum.no> Subject: Re: The World of MUD",1
../data/splits/test_new_data/test/wxbhjnn.json," course  

   Text:'{'title': 'CS302 Programming Languages, Spring 1997', 'summary': 'The goal of CS302 is to provide the student with a solid grounding in programming languages. The topics covered include formal language syntax and semantics, abstract machines and their implementations, type systems (including object-oriented types), and compiler optimization.', 'links': ['http://www.cs.wisc.edu/~cs302/', 'http://www.cs.wisc.edu/~cs302/calendar/cal9",1
../data/splits/test_new_data/test/ufsug.json, project,1
../data/splits/test_new_data/test/bhptsyjz.json," staff 
 
  Text:'{'title': ""Gerard Schoen"", 'summary': 'Date: Fri, 15 Nov 1996 04:23:58 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 27 Nov 1996 13:22:14 -0500 Content-length: 944 Gerard Schoen, Ph.D. Associate Professor Department of Computer Science and Engineering University of Florida Gainesville, FL 32",1
../data/splits/test_new_data/test/gxqadkgw.json," project
```",1
../data/splits/test_new_data/test/olbqqcm.json," project

  Text:'{'title': 'The Home Page for Dr. Srinivasan.S.Subramanian', 'summary': 'Dr. Subramanian's research interests include parallel programming, distributed systems and fault tolerance algorithms .', 'links': ['http://www-unix.mcs.anl.gov/~ssubra/welcome.html', 'http://www.mcs.anl.gov/People/s_subramanian/research.html', 'http://www.mcs.anl.gov/People/s_sub",1
../data/splits/test_new_data/test/debuzvc.json," student

    Text: '{'title': 'University of Idaho, College of Letters and Sciences', 'summary': 'CIS Department Home Page', 'links': ['http://www.uidaho.edu/clsci/cis/index.html', 'http://www.uidaho.edu/clsci/cis/index.html'], 'keyword': ['homepage', 'college']}' 
    Classification: department

 Text:'{'title': 'Home Page of Professor John L. Hennessy', 'summary': 'Professor Hennessy",1
../data/splits/test_new_data/test/ffcrqo.json," course

   Text:  '{'title': ""Astronomy Data Server"", 'summary': 'The Astronomy Data Server provides access to large data archives in astronomy. These include images and spectra from ground-based telescopes, space missions and the Hubble Space Telescope.', 'links': ['http://www.astro.caltech.edu/ads/', 'http://www.astro.caltech.edu/~gary', 'http://www.astro.caltech.edu/'], 'keyword': ['image', 'caltech', 'data']}'
 Classification: ",1
../data/splits/test_new_data/test/nlxxo.json," staff
```",1
