Titulo,Resultado
../data/splits/train_new_short/faculty/kuszkq.json," faculty

 Text:'{'Title': 'Computer Science - Undergraduate Courses', 'Body': 'CS 560: Theory of Computation This course is an introduction to the theory of computation, with an emphasis on formal languages, automata, computability and complexity.', 'link': ['http://www.cs.ualberta.ca/Courses/coursedescription.html', 'http://www.cs.ualberta.ca/Undergraduate/current_students/Undergraduate_Catalogue.html']}' 
 Classification: course

 Text:'"
../data/splits/train_new_short/department/umtuw.json, department
../data/splits/train_new_short/department/uvlezpcp.json," department

 Reply with only one word: faculty"
../data/splits/train_new_short/department/jgmyqj.json," faculty

 Text:'{'Title': 'CIS310 - Fundamentals of Computer Security', 'Body': ""Date: Tue, 26 Nov 1996 22:47:53 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 28 Nov 1996 08:39:48 GMT Content-length: 1231 CIS310 - Fundamentals of Computer Security CIS 310 provides the foundation for understanding and"
../data/splits/train_new_short/department/fybbwqg.json," department

 Text: '{'Title': 'Sandra Gesing', 'Body': 'I am an assistant professor in the Department of Computer Science at the University of Arizona, where I have been since August 1994.', 'link': ['http://www.cs.arizona.edu/~gesing/', 'mailto:gesing@cs.arizona.edu']}' 
  Classification: faculty

 Text: '{'Title': 'CS 300, Computer Organization and Architecture', 'Body': 'Date: Wed, 26 Nov 19"
../data/splits/train_new_short/department/hoxtk.json," department

 Text:'{'Title': 'CSE 341: Operating Systems ', 'Body': '', 'link': []}' 
  Classification: course

 Text:'{'Title': 'CS 267 - Database Systems I', 'Body': 'Prerequisite: CS 147. Overview of database systems, data models and query languages (SQL).', 'link': ['http://www.cs.wustl.edu/~schmidt/cs267/', 'http://www.cs.wustl.edu/~schmidt/cs267"
../data/splits/train_new_short/department/ypsmqqj.json," faculty, department, student, course, other

 Text:'{'Title': 'CMPSCI 201', 'Body': ""Date: Wed, 8 Jan 1997 16:35:01 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Sun, 1 Dec 1996 14:35:02 GMT Content-length: 1341 CMPSCI 201 Introduction to Computer Science This course is an introduction to computer science for nonmaj"
../data/splits/train_new_short/department/zujfjnjr.json," department

 Text:'{'Title': 'CS 214 Introduction to Computer Organization', 'Body': 'Date: Tue, 26 Nov 1996 22:55:55 GMT Server: NCSA/1.5.1 Last-modified: Mon, 28 Oct 1996 17:05:43 GMT Content-type: text/html Content-length: 2132 CS 214 Introduction to Computer Organization Description: This course introduces students to the basic organization of computer systems, with"
../data/splits/train_new_short/department/hcgcvyfr.json, department
../data/splits/train_new_short/department/ezpngx.json, department
../data/splits/train_new_short/department/dlzib.json," faculty

 Text:'{'Title': 'EECS Department', 'Body': 'Date: Tue, 26 Nov 1996 23:06:58 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 14 Nov 1996 19:58:25 GMT Content-length: 760 EECS Department UC Berkeley', 'link': ['http://www.eecs.berkeley.edu/news/Newsletter/index.html"
../data/splits/train_new_short/department/dwckgrc.json, faculty
../data/splits/train_new_short/department/hnbclkw.json, department
../data/splits/train_new_short/department/wvmtgseq.json," department

 Text:'{'Title': 'CS246 - Computer Graphics', 'Body': ""Date: Mon, 15 Jul 1996 07:32:29 GMT Server: NCSA/1.5.1 Last-modified: Wed, 31 Oct 1995 16:03:48 GMT Content-type: text/html Content-length: 316 CS246 - Computer Graphics Welcome to the home page for Spring 1996 offering of CS246 - Computer Graphics. This course"
../data/splits/train_new_short/student/wotyp.json," student

 Staff, project, other, faculty, department, student, course. Based on the given texts, the correct classification for each text is:

 Text 1: staff
Text 2: faculty
Text 3: project
Text 4: other
Text 5: faculty
Text 6: department
Text 7: student
Text 8: course
Text 9: student
Text 10: course"
../data/splits/train_new_short/student/lnaxcuc.json," student
  
  Text:'{'Title': 'CSc425/525 Home Page', 'Body': 'Date: Wed, 15 Jan 1997 00:07:09 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 08 Jan 1997 18:03:16 GMT Content-length: 2365 CSc425/525 Home Page CSc 425/525 Principles of Computer Network"
../data/splits/train_new_short/student/dnsyk.json, faculty
../data/splits/train_new_short/student/vndrkky.json, student
../data/splits/train_new_short/student/pjnzr.json, other
../data/splits/train_new_short/student/vnvccv.json," staff

 Text:'{'Title': 'Course Descriptions for the Department of Computer Science and Engineering', 'Body': ""Date: Tue, 26 Nov 1996 20:27:42 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Thu, 31 Oct 1996 20:11:42 GMT Content-length: 1381 Course Descriptions for the Department of Computer Science and Engineering (This file is maintained by David Evans) A list of under"
../data/splits/train_new_short/student/tzrvad.json, faculty
../data/splits/train_new_short/student/xlhjaw.json," staff, project, other, faculty, department, student, course"
../data/splits/train_new_short/student/ctoksow.json, student
../data/splits/train_new_short/student/sdqbvv.json," student

 Thus, the correct classification for each text provided is:

 staff (1)
 project (1)
 other (1)
 faculty (2)
 department (2)
 student (3)
 course (2)"
../data/splits/train_new_short/student/zgjupk.json," other

Text:'{'Title': 'CSE632 - Operating Systems I', 'Body': 'This course covers the fundamental principles of operating systems including process management, memory management, synchronization primitives and deadlocks, input/output management, and protection and security.', 'link': ['http://www.cs.montana.edu/~peterso/courses/cse632/index.html', 'http://www.cs.montana.edu/~peterso/', '#home']}'
 Classification: course"
../data/splits/train_new_short/student/owboteav.json, staff
../data/splits/train_new_short/student/qxsnxm.json," faculty

 Text:'{'Title': 'CS152: Design and Analysis of Algorithms - Fall 1996', 'Body': ""Date: Tue, 26 Nov 1996 22:48:25 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 28 Oct 1996 03:27:46 GMT Content-length: 1620 CS152: Design and Analysis of Algorithms - Fall 1996 Cour"
../data/splits/train_new_short/course/tpfitbk.json," course
  
  Text:'{'Title': 'CSc425/525 Home Page', 'Body': 'Date: Wed, 15 Jan 1997 00:07:09 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 08 Jan 1997 18:03:16 GMT Content-length: 2365 CSc425/525 Home Page CSc 425/525 Principles of Computer Network"
../data/splits/train_new_short/course/rwgaz.json, course
../data/splits/train_new_short/course/twvpcwt.json, course
../data/splits/train_new_short/course/iyfhkcpn.json, course
../data/splits/train_new_short/course/dffgwmla.json," course

 Text:'{'Title': 'CS 478: Human Computer Interaction - Spring 1996', 'Body': 'Date: Mon, 3 Dec 1996 20:09:50 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 26 Nov 1996 18:58:40 GMT Content-length: 3585 CS 478: Human Computer Interaction - Spring 1996', 'link': ['"
../data/splits/train_new_short/course/szwgxac.json," course

 Reply with only one word: staff, project, other, faculty, department, student, course."
../data/splits/train_new_short/course/panwt.json, course
../data/splits/train_new_short/course/rsjay.json," course

 Text:'{'Title': 'Computer Science 150 Home Page', 'Body': ""Date: Mon, 25 Nov 1996 17:43:48 GMT Server: NCSA/1.5.1 Last-modified: Tue, 26 Nov 1996 10:54:48 GMT Content-type: text/html Content-length: 1941 Computer Science 150 Home Page Welcome to the Computer Science 150 Home page. Here you will find information about the"
../data/splits/train_new_short/course/kkdgmviw.json, course
../data/splits/train_new_short/course/lfugquw.json," course
  
  Text:'{'Title': 'CSCI 350 - Introduction to Database Management Systems', 'Body': 'Date: Tue, 26 Nov 1996 18:48:51 GMT Server: NCSA/1.5 Last-modified: Fri, 15 Nov 1996 13:37:34 GMT Content-type: text/html Content-length: 2093 CSCI 350 - Introduction to Database Management Systems This course covers database systems concepts and issues.',"
../data/splits/train_new_short/course/ndiuy.json, course
../data/splits/train_new_short/course/pkgtspe.json, course
../data/splits/train_new_short/course/fjqsdqsq.json," course 

 Text:'{'Title': 'CIS 351 Web Development', 'Body': 'Note: The following courses will be waived for students with equivalent experience (e.g., a student who has taken a similar course at another institution). Contact the departmental office if you feel this may apply to you.', 'link': ['http://www.cs.uwaterloo.ca/~david/351/syllabus.html', 'mailto:webhelp@cis.uwaterloo.ca', 'http://www.cs.uwaterloo."
